subject,course_code,course_title,weekdays,time,location
CLAS,612,Topics in Latin Literature.,TR,02:35 pm-03:55 pm,LEA 721
CLAS,622,Topics in Ancient Greek Literature.,TR,01:05 pm-02:25 pm,LEA 819
CMIS,541,Information Systems for Managers.,S,01:05 pm-03:55 pm,ENGTR 0100
CMIS,543,Digital Customer Experience.,M,06:05 pm-08:55 pm,BURN 920
CMIS,543,Digital Customer Experience.,W,06:05 pm-08:55 pm,BURN 920
CMIS,544,"Digital Marketing Automation, Planning and Technology.",W,06:05 pm-08:55 pm,ARMST 255
CMPL,500,Indigenous Peoples and the State.,TR,04:05 pm-05:25 pm,CDH 312
CMPL,500,Indigenous Peoples and the State.,TR,04:05 pm-05:25 pm,CDH 312
CMPL,501,Jurisprudence.,MW,11:35 am-12:55 pm,CDH 316
CMPL,501,Jurisprudence.,MW,11:35 am-12:55 pm,CDH 316
CMPL,506,Legal Theory.,TR,08:35 am-09:55 am,CDH 312
CMPL,506,Legal Theory.,TR,08:35 am-09:55 am,CDH 312
CMPL,506,Legal Theory.,TR,08:35 am-09:55 am,CDH 312
CMPL,513,Talmudic Law.,TR,01:05 pm-02:25 pm,CDH 202
CMPL,513,Talmudic Law.,TR,01:05 pm-02:25 pm,CDH 202
CMPL,513,Talmudic Law.,TR,01:05 pm-02:25 pm,CDH 202
CMPL,513,Talmudic Law.,TR,01:05 pm-02:25 pm,CDH 202
CMPL,516,International Development Law.,TR,04:05 pm-05:25 pm,CDH 202
CMPL,516,International Development Law.,TR,04:05 pm-05:25 pm,CDH 202
CMPL,516,International Development Law.,TR,04:05 pm-05:25 pm,CDH 202
CMPL,543,Law and Practice of International Trade.,MW,11:35 am-12:55 pm,CDH 201
CMPL,543,Law and Practice of International Trade.,MW,11:35 am-12:55 pm,CDH 201
CMPL,565,International Humanitarian Law.,WF,08:35 am-09:55 am,CDH 316
CMPL,565,International Humanitarian Law.,WF,08:35 am-09:55 am,CDH 316
CMPL,565,International Humanitarian Law.,WF,08:35 am-09:55 am,CDH 316
CMPL,568,Extrajudicial Dispute Resolution.,MW,11:35 am-12:55 pm,CDH 101
CMPL,568,Extrajudicial Dispute Resolution.,MW,11:35 am-12:55 pm,CDH 101
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 201
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 201
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 201
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 201
CMPL,575,Discrimination and the Law.,F,10:05 am-12:55 pm,CDH 316
CMPL,611,Legal Research Methodology 2.,M,04:05 pm-05:25 pm,CDH 200
CMPL,642,Law and Health Care.,TR,02:35 pm-03:55 pm,CDH 201
CMPL,642,Law and Health Care.,TR,02:35 pm-03:55 pm,CDH 201
CMR2,542,Marketing Principles and Applications.,T,06:05 pm-08:55 pm,ARTS 150
CMR2,543,Marketing of Services.,M,06:05 pm-08:55 pm,ENGTR 1100
CMR2,556,Buyer Behaviour.,W,06:05 pm-08:55 pm,ARMST 060
CMR2,564,Marketing Communications: A Strategic Approach.,T,06:05 pm-08:55 pm,BRONF 422
CMRK,200,Fundamentals of Marketing.,T,06:05 pm-08:55 pm,ENGTR 2100
CMRK,320,Principles of Consumer Behaviour.,W,06:05 pm-08:55 pm,SH688 395
CMRK,321,Integrated Marketing Communications.,T,06:05 pm-08:55 pm,LEA 109
CMRK,322,Basics of Service Marketing.,M,06:05 pm-08:55 pm,LEA 14
CMS2,500,Mathematics for Management.,W,06:05 pm-08:55 pm,BRONF 422
CMS2,521,Applied Management Statistics.,W,06:05 pm-08:55 pm,BRONF 001
CMS2,524,Management of Service Operations.,R,06:05 pm-09:25 pm,LEA 210
CMS2,525,Supply Chain Management.,W,06:05 pm-08:55 pm,LEA 15
CMS2,527,Business Intelligence and Analytics.,T,06:05 pm-08:55 pm,ARMST 065
CMS2,533,Lean Operations and Performance Management in Health Services.,S,08:05 am-05:25 pm,SH688 1041
CMS2,533,Lean Operations and Performance Management in Health Services.,F,08:05 am-05:25 pm,SH688 1041
CMS2,533,Lean Operations and Performance Management in Health Services.,S,08:05 am-05:25 pm,SH688 1041
CMS2,533,Lean Operations and Performance Management in Health Services.,F,08:05 am-05:25 pm,SH688 1041
CMSC,000,Foundations of Mathematics.,F,06:05 pm-08:55 pm,ARTS W-120
CMSC,000,Foundations of Mathematics.,R,06:05 pm-08:55 pm,WONG 1020
CMSC,101,Mathematical Tools for Management Professionals.,W,06:05 pm-08:55 pm,LEA 110
COMP,202,Foundations of Programming.,MWF,02:35 pm-03:25 pm,ADAMS AUD
COMP,202,Foundations of Programming.,MWF,08:35 am-09:25 am,ADAMS AUD
COMP,202,Foundations of Programming.,M,11:35 am-01:25 pm,RPHYS 115
COMP,202,Foundations of Programming.,T,01:05 pm-02:25 pm,ADAMS 211
COMP,204,Computer Programming for Life Sciences.,MWF,10:35 am-11:25 am,MAASS 112
COMP,206,Introduction to Software Systems.,TR,01:05 pm-02:25 pm,MCMED 522
COMP,206,Introduction to Software Systems.,TR,01:05 pm-02:25 pm,BRONF 151
COMP,206,Introduction to Software Systems.,W,02:35 pm-03:25 pm,ENGMC 12
COMP,208,Computer Programming for Physical Sciences and Engineering .,MW,11:35 am-12:55 pm,MAASS 112
COMP,208,Computer Programming for Physical Sciences and Engineering .,TR,10:05 am-11:25 am,ENGMC 204
COMP,208,Computer Programming for Physical Sciences and Engineering .,W,01:35 pm-02:25 pm,ENGTR 2120
COMP,208,Computer Programming for Physical Sciences and Engineering .,T,01:35 pm-02:25 pm,LEA 210
COMP,208,Computer Programming for Physical Sciences and Engineering .,R,01:35 pm-02:25 pm,WONG 1050
COMP,250,Introduction to Computer Science.,MWF,03:35 pm-04:25 pm,LEA 132
COMP,251,Algorithms and Data Structures.,TR,02:35 pm-03:55 pm,LEA 132
COMP,252,Honours Algorithms and Data Structures.,TR,02:35 pm-03:55 pm,ENGMC 13
COMP,273,Introduction to Computer Systems.,TR,04:05 pm-05:25 pm,ADAMS AUD
COMP,273,Introduction to Computer Systems.,TR,04:05 pm-05:25 pm,BURN 306
COMP,302,Programming Languages and Paradigms.,MW,05:35 pm-06:55 pm,ADAMS AUD
COMP,303,Software Design.,MW,01:05 pm-02:25 pm,STBIO S1/4
COMP,308,Computer Systems Lab.,F,02:35 pm-03:25 pm,ENGTR 0060
COMP,310,Operating Systems.,TR,10:05 am-11:25 am,MCMED 522
COMP,322,Introduction to C++.,F,04:35 pm-05:25 pm,LEA 132
COMP,330,Theory of Computation.,TR,08:35 am-09:55 am,ADAMS AUD
COMP,345,From Natural Language to Data Science.,TR,11:35 am-12:55 pm,ENGTR 0100
COMP,360,Algorithm Design.,WF,02:35 pm-03:55 pm,MAASS 112
COMP,361D2,Software Engineering Project.,TR,04:05 pm-05:25 pm,STBIO S3/3
COMP,362,Honours Algorithm Design.,TR,11:35 am-12:55 pm,SADB 1/12
COMP,421,Database Systems.,TR,08:35 am-09:55 am,MCMED 522
COMP,445,Computational Linguistics.,TR,08:35 am-09:55 am,LEA 26
COMP,520,Compiler Design.,MW,01:05 pm-02:25 pm,ENGTR 1080
COMP,527,Logic and Computation.,TR,01:05 pm-02:25 pm,ENGTR 0070
COMP,535,Computer Networks 1.,MW,02:35 pm-03:55 pm,MAASS 10
COMP,540,Matrix Computations.,MW,11:35 am-12:55 pm,ENGMC 103
COMP,551,Applied Machine Learning.,TR,01:05 pm-02:25 pm,STBIO S1/4
COMP,553,Algorithmic Game Theory.,TR,08:35 am-09:55 am,ENGTR 0060
COMP,555,Software Privacy.,TR,11:35 am-12:55 pm,ADAMS 211
COMP,559,Fundamentals of Computer Animation.,TR,10:05 am-11:25 am,ENGTR 0070
COMP,562,Theory of Machine Learning.,TR,02:35 pm-03:55 pm,LEA 14
COMP,565,Machine Learning in Genomics and Healthcare.,WF,04:05 pm-05:25 pm,ENGTR 0070
COMP,579,Reinforcement Learning.,MW,08:35 am-09:55 am,LEA 219
COMP,588,Probabilistic Graphical Models.,TR,10:05 am-11:25 am,ENGTR 0060
COMP,596,Topics in Computer Science 3.,TR,10:05 am-11:25 am,ENGTR 1090
COMP,598,Topics in Computer Science 1.,WF,08:35 am-09:55 am,ENGTR 0060
COMP,603,Computer Science Seminar 2.,F,02:35 pm-03:55 pm,ENGMC 13
COMP,604,Graduate School Fundamentals .,T,04:05 pm-04:55 pm,ENGMC 103
COMP,764,Advanced Topics Systems 1.,MW,10:05 am-11:25 am,ENGMC 103
COMP,765,Advanced Topics Systems 2.,TR,02:35 pm-03:55 pm,MAASS 328
COMP,766,Advanced Topics Applications 1.,TR,11:35 am-12:55 pm,ENGTR 2110
COMS,230,Communication and Democracy.,TR,04:05 pm-05:25 pm,MCMED 1034
COMS,340,New Media.,TR,11:35 am-12:55 pm,ARTS W-215
COMS,361,Selected Topics Communication Studies 1.,TR,08:35 am-09:55 am,ARTS W-215
COMS,362,Selected Topics Communication Studies 2.,WF,01:05 pm-02:25 pm,ARTS W-215
COMS,411,"Disability, Technology and Communication.",M,02:35 pm-05:25 pm,ARTS W-220
COMS,435,Advanced Issues in Media Governance.,R,11:35 am-02:25 pm,SH688 465
COMS,490,Special Topics in History and Theory of Media.,W,02:35 pm-05:25 pm,ARTS W-5
COMS,492,"Power, Difference and Justice.",M,02:35 pm-05:25 pm,ARTS W-5
COMS,648,Bodies and Machines.,T,02:35 pm-05:25 pm,ARTS W-220
COMS,675,Media and Urban Life.,W,11:35 am-02:25 pm,ARTS W-220
COMS,681,Special Topics: Media and Culture.,M,11:35 am-02:25 pm,ARTS W-5
COMS,683,Special Topics in Media and Politics.,W,02:35 pm-05:25 pm,EDUC 629
CORG,225,Foundation of Organizational Behaviour and Administration.,W,06:05 pm-08:55 pm,BRONF 360
CORG,295,Employee Labour Relations and Law.,M,06:05 pm-08:55 pm,ARTS W-120
CORG,416,Leading Change in Organizations.,M,06:05 pm-08:55 pm,ENGTR 2100
CORG,420,Human Resource Management: Theory and Practice.,R,06:05 pm-08:55 pm,BURN 1104
CORG,440,Organizational Learning and Development .,R,06:05 pm-08:55 pm,RPHYS 114
CORG,445,Workforce Planning and Talent Acquisition.,W,06:05 pm-08:55 pm,RPHYS 114
CORG,470,Theories and Practices of Compensation.,T,06:05 pm-08:55 pm,BRONF 001
CPAG,300,Lean Operational Practices in Public Services.,S,08:00 am-05:30 pm,SH688 1041
CPAG,300,Lean Operational Practices in Public Services.,F,08:00 am-05:30 pm,SH688 1041
CPAG,300,Lean Operational Practices in Public Services.,S,08:00 am-05:30 pm,SH688 1041
CPAG,300,Lean Operational Practices in Public Services.,F,08:00 am-05:30 pm,SH688 1041
CPAG,410,Strategic Planning and Implementation.,T,06:05 pm-08:55 pm,ARTS W-120
CPL2,510,Communication and Networking Skills.,S,09:05 am-11:55 am,ENGTR 0100
CPL2,510,Communication and Networking Skills.,F,06:05 pm-08:55 pm,ENGTR 0100
CPRL,224,Applied Public Relations Methods 2.,T,06:05 pm-08:55 pm,ENGTR 0070
CPRL,225,Social and Traditional Media Relations.,R,06:05 pm-08:55 pm,LEA 110
CPRL,226,Corporate Communications.,M,06:05 pm-08:55 pm,RPHYS 114
CPRL,321,PR Issues Management.,W,06:05 pm-08:55 pm,ENGTR 2120
CPRL,515,Fund-raising and Philanthropy.,T,06:05 pm-08:55 pm,RPHYS 114
CPRL,531,Media Context and Applications.,R,06:05 pm-08:55 pm,NOROOM
CPRL,533,Communications in the Corporate Sector.,M,06:05 pm-08:55 pm,NOROOM
CTPT,200,Introduction to Supply Chain Management.,M,06:05 pm-08:55 pm,LEA 15
CTPT,201,Sourcing.,T,06:05 pm-08:55 pm,LEA 15
CTPT,206,Transportation Management and Economics.,W,06:05 pm-08:55 pm,LEA 116
DENT,206D2,Social Justice Seminar 1.,W,01:05 pm-02:55 pm,MC2001 547
DENT,206D2,Social Justice Seminar 1.,W,01:05 pm-02:55 pm,MC2001 547
DENT,208D1,Introduction to Infection Prevention and Control.,M,08:05 am-08:55 am,MC2001 547
DENT,208D1,Introduction to Infection Prevention and Control.,T,10:05 am-10:55 am,MC2001 222
DENT,208D1,Introduction to Infection Prevention and Control.,T,10:05 am-11:55 am,MC2001 547
DENT,208D1,Introduction to Infection Prevention and Control.,T,10:05 am-11:55 am,MC2001 222
DENT,208D1,Introduction to Infection Prevention and Control.,T,01:05 pm-02:55 pm,MC2001 222
DENT,208D1,Introduction to Infection Prevention and Control.,W,11:05 am-11:55 am,MC2001 102
DENT,208D1,Introduction to Infection Prevention and Control.,W,01:05 pm-02:55 pm,MC2001 547
DENT,208D1,Introduction to Infection Prevention and Control.,R,01:05 pm-02:55 pm,MC2001 102
DENT,215D1,Tooth Movement.,R,08:05 am-08:55 am,MC2001 222
DENT,215D1,Tooth Movement.,R,09:05 am-11:55 am,MC2001 222
DENT,218D1,Support Tissue.,T,08:05 am-09:55 am,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,M,08:05 am-08:55 am,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,M,09:05 am-11:55 am,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,W,01:05 pm-01:55 pm,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,W,02:05 pm-04:55 pm,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,R,01:05 pm-01:55 pm,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,R,02:05 pm-04:55 pm,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,F,08:05 am-08:55 am,MC2001 222
DENT,220D1,Introduction to Restorative Dentistry.,F,09:05 am-11:55 am,MC2001 222
DENT,221D1,Tooth Loss.,T,01:05 pm-01:55 pm,MC2001 222
DENT,221D1,Tooth Loss.,T,02:05 pm-04:55 pm,MC2001 222
DENT,222D1,Radiology.,W,01:05 pm-02:55 pm,MC2001 547
DENT,224D1,Transition to Clinic.,T,10:05 am-11:55 am,MC2001 547
DENT,224D1,Transition to Clinic.,W,01:05 pm-02:55 pm,MC2001 547
DENT,225D2,Oral Health Research 2.,T,01:05 pm-02:55 pm,MC2001 547
DENT,225D2,Oral Health Research 2.,T,01:05 pm-02:55 pm,MC2001 547
DENT,305D1,Dental Public Health.,T,08:05 am-08:55 am,MC2001 547
DENT,307D2,Business Aspects of Dentistry.,F,08:05 am-08:55 am,MC2001 461
DENT,309J2,Implantology.,F,03:05 pm-04:55 pm,MC2001 547
DENT,310J2,Clinical Practice/Junior Clerkship.,M,01:05 pm-04:55 pm,MC2001 200
DENT,310J2,Clinical Practice/Junior Clerkship.,T,09:05 am-11:55 am,MC2001 200
DENT,310J2,Clinical Practice/Junior Clerkship.,R,09:05 am-11:55 am,MC2001 200
DENT,311J2,Endodontics 1.,T,01:05 pm-01:55 pm,MC2001 102
DENT,311J2,Endodontics 1.,T,02:05 pm-04:55 pm,MC2001 200
DENT,313D2,Community Oral Health Services 3.,W,03:05 pm-04:55 pm,MC2001 102
DENT,315J2,Orthodontics 1.,F,09:05 am-11:55 am,MC2001 200
DENT,315J2,Orthodontics 1.,F,01:05 pm-02:55 pm,MC2001 547
DENT,316D2,Pediatric Dentistry 1.,M,08:05 am-09:55 am,MC2001 547
DENT,316D2,Pediatric Dentistry 1.,W,09:05 am-11:55 am,MC2001 200
DENT,317D2,Oral Pathology and Medicine.,M,10:05 am-11:55 am,MC2001 547
DENT,318J2,Periodontology.,F,08:05 am-08:55 am,MC2001 102
DENT,320J2,Restorative Dentistry.,W,01:05 pm-02:55 pm,MC2001 102
DENT,323J2,Oral and Maxillofacial Surgery.,W,08:05 am-08:55 am,MC2001 547
DENT,337,Clinical Decision Making.,R,03:05 pm-04:55 pm,MC2001 102
DENT,406D2,Ethics and Jurisprudence.,T,03:05 pm-04:55 pm,MC2001 102
DENT,406D2,Ethics and Jurisprudence.,T,03:05 pm-04:55 pm,MC2001 102
DENT,407D2,Practice Management.,F,08:05 am-08:55 am,MC2001 461
DENT,410D2,Clinical Practice/Senior Clerkship.,M,09:05 am-11:55 am,MC2001 200
DENT,410D2,Clinical Practice/Senior Clerkship.,W,01:05 pm-04:55 pm,MC2001 200
DENT,410D2,Clinical Practice/Senior Clerkship.,R,01:05 pm-04:55 pm,MC2001 200
DENT,410D2,Clinical Practice/Senior Clerkship.,F,01:05 pm-04:55 pm,MC2001 200
DENT,412D2,Introduction to Orofacial Pain.,R,08:05 am-09:55 am,MC2001 547
DENT,415D2,Orthodontics 2.,R,10:05 am-11:55 am,MC2001 102
DENT,415D2,Orthodontics 2.,F,09:05 am-11:55 am,MC2001 200
DENT,416D2,Pediatric Dentistry 2.,W,08:05 am-08:55 am,MC2001 102
DENT,416D2,Pediatric Dentistry 2.,W,09:05 am-11:55 am,MC2001 200
DENT,418D2,Periodontology Seminar.,M,03:05 pm-04:55 pm,MC2001 102
DENT,423D2,Oral Maxillofacial Surgery and Pathology.,T,08:05 am-08:55 am,MC2001
DENT,671D2,Advanced Research Seminar.,W,12:05 pm-12:55 pm,DENT 547
DENT,679,Epidemiology and Data Analysis in Primary Care 3.,R,12:05 pm-01:25 pm,000254
EAST,213,Introduction: East Asian Culture: Korea.,TR,02:35 pm-03:55 pm,DUFF THTR 1
EAST,220D2,First Level Korean.,MTWRF,01:35 pm-02:25 pm,SH688 223
EAST,220D2,First Level Korean.,MTWRF,02:35 pm-03:25 pm,SH688 223
EAST,230D2,First Level Chinese.,MTWRF,03:35 pm-04:25 pm,SH688 294
EAST,230D2,First Level Chinese.,MTWRF,02:35 pm-03:25 pm,SH688 294
EAST,240D2,First Level Japanese.,MTWRF,10:35 am-11:25 am,SH688 294
EAST,240D2,First Level Japanese.,MTWRF,11:35 am-12:25 pm,SH688 294
EAST,240D2,First Level Japanese.,MF,12:35 pm-02:25 pm,SH688 294
EAST,240D2,First Level Japanese.,W,12:35 pm-01:25 pm,SH688 294
EAST,242,Japanese Writing Beginners 2.,TR,04:05 pm-05:25 pm,FERR 476
EAST,305,Current Topics: Japanese Studies 1.,MW,04:05 pm-05:25 pm,SH688 355
EAST,306,Current Topics: Japanese Studies 2.,TR,04:05 pm-05:25 pm,SH688 491
EAST,320D2,Second Level Korean.,MTWRF,11:35 am-12:25 pm,SH688 365
EAST,330D2,Second Level Chinese.,MTWRF,12:35 pm-01:25 pm,SH688 365
EAST,330D2,Second Level Chinese.,MTWRF,01:35 pm-02:25 pm,SH688 1371
EAST,340D2,Second Level Japanese.,MTWRF,10:35 am-11:25 am,SH688 365
EAST,340D2,Second Level Japanese.,MTWRF,01:35 pm-02:25 pm,SH688 451
EAST,342,Japanese Writing Intermediate 2.,TR,01:05 pm-02:25 pm,FERR 476
EAST,350,Gender and Sexuality in Chinese Literature.,TR,08:35 am-09:55 am,SH688 295
EAST,364,Mass Culture and Postwar Japan.,TR,08:35 am-09:55 am,SH688 361
EAST,375,Korean Media and Popular Culture.,TR,11:35 am-12:55 pm,SH688 295
EAST,430D2,Third Level Chinese.,MWF,04:35 pm-05:25 pm,SH688 294
EAST,440D2,Third Level Japanese.,MW,02:35 pm-03:55 pm,SH688 465
EAST,454,Topics: Chinese Cinema.,W,01:35 pm-05:25 pm,SH688 495
EAST,493,Special Topics: East Asian Studies 1.,F,08:35 am-11:25 am,SH688 495
EAST,503,Advanced Topics in Chinese Studies 1.,T,08:35 am-11:25 am,ARTS W-220
EAST,504,Advanced Topics in Chinese Studies 2.,F,02:35 pm-05:25 pm,SH688 495
EAST,504,Advanced Topics in Chinese Studies 2.,F,11:35 am-02:25 pm,SH688 361
EAST,530D2,Fourth Level Chinese.,MWF,10:35 am-11:25 am,SH688 486
EAST,540D2,Fourth Level Japanese.,TR,08:35 am-09:55 am,SH688 465
EAST,550,Classical Chinese Poetry Themes and Genres.,TR,04:05 pm-05:25 pm,SH688 223
ECON,208,Microeconomic Analysis and Applications.,TR,10:05 am-11:25 am,ADAMS AUD
ECON,209,Macroeconomic Analysis and Applications.,TR,02:35 pm-03:55 pm,LEA 26
ECON,209,Macroeconomic Analysis and Applications.,MW,10:05 am-11:25 am,LEA 219
ECON,209,Macroeconomic Analysis and Applications.,WF,02:35 pm-03:55 pm,LEA 219
ECON,219,Current Economic Problems: Topics.,TR,02:35 pm-03:55 pm,ADAMS AUD
ECON,227D2,Economic Statistics.,MWF,09:35 am-10:25 am,SADB 2/36
ECON,227D2,Economic Statistics.,MW,04:05 pm-05:25 pm,LEA 26
ECON,230D2,Microeconomic Theory.,TR,01:05 pm-02:25 pm,ENGMC 204
ECON,230D2,Microeconomic Theory.,TR,08:35 am-09:55 am,LEA 219
ECON,250D2,Introduction to Economic Theory: Honours.,MW,11:35 am-12:55 pm,SADB 2/36
ECON,257D2,Economic Statistics - Honours.,MW,02:35 pm-03:55 pm,STBIO N2/2
ECON,295,Macroeconomic Policy.,TR,02:35 pm-03:55 pm,STBIO S1/4
ECON,295,Macroeconomic Policy.,MW,04:05 pm-05:25 pm,ENGMC 204
ECON,304,Financial Instruments and Institutions.,WF,11:35 am-12:55 pm,LEA 26
ECON,310,Introduction to Behavioural Economics.,TR,10:05 am-11:25 am,ENGTR 1080
ECON,313,Economic Development 1.,TR,01:05 pm-02:25 pm,SADB M-1
ECON,314,Economic Development 2.,TR,02:35 pm-03:55 pm,LEA 219
ECON,326,Ecological Economics.,W,01:05 pm-03:55 pm,BARTON 1-015
ECON,330D2,Macroeconomic Theory.,MW,11:35 am-12:55 pm,LEA 219
ECON,330D2,Macroeconomic Theory.,WF,01:05 pm-02:25 pm,WONG 1020
ECON,338,Introductory Econometrics 2.,TR,11:35 am-12:55 pm,STBIO N2/2
ECON,347,Economics of Climate Change.,MW,01:05 pm-02:25 pm,STBIO S1/3
ECON,348,Urban Economics.,TR,04:05 pm-05:25 pm,RPHYS 118
ECON,352D2,Macroeconomics - Honours.,TR,01:05 pm-02:25 pm,RPHYS 118
ECON,405,Natural Resource Economics.,MW,04:05 pm-05:25 pm,LEA 14
ECON,406,Topics in Economic Policy.,WF,01:05 pm-02:25 pm,BIRKS 203
ECON,409,Public Sector Economics 2.,TR,01:05 pm-02:25 pm,EDUC 624
ECON,420,Topics in Economic Theory.,TR,01:05 pm-02:25 pm,LEA 927
ECON,424,International Payments.,F,08:35 am-11:25 am,ARTS W-215
ECON,434,Current Economic Problems.,TR,04:05 pm-05:25 pm,WONG 1050
ECON,440,Health Economics.,MW,02:35 pm-03:55 pm,BIRKS 203
ECON,447,Economics of Information and Uncertainty.,TR,04:05 pm-05:25 pm,BIRKS 111
ECON,450,Advanced Economic Theory 1 - Honours.,TR,02:35 pm-03:55 pm,RPHYS 114
ECON,469,Econometrics 2 - Honours.,TR,04:05 pm-05:25 pm,RPHYS 114
ECON,473,Income Distribution.,WF,11:35 am-12:55 pm,BIRKS 203
ECON,511,"Energy, Economy and Environment.",M,11:35 am-02:25 pm,LEA 424
ECON,625,Economics of Natural Resources.,R,01:05 pm-03:55 pm,SH688 1255
ECON,641,Labour Economics.,WF,01:05 pm-02:25 pm,ARTS W-5
ECON,647,Applied Computational Economics.,MW,08:35 am-09:55 am,LEA 424
ECON,661,Applied Time-Series and Forecasting.,MW,10:05 am-11:25 am,LEA 424
ECON,662D2,Econometrics.,TR,10:05 am-11:25 am,LEA 424
ECON,664,Applied Cross-Sectional Methods.,TR,04:05 pm-05:25 pm,SH688 495
ECON,706,Selected Topics.,M,06:05 pm-08:55 pm,LEA 520
ECON,710,Selected Topics in Economics.,W,02:35 pm-05:25 pm,LEA 927
ECON,711,Microeconomic Theory 2.,TR,08:35 am-09:55 am,LEA 541
ECON,713,Macroeconomic Theory 2.,TR,01:05 pm-02:25 pm,LEA 541
ECON,724,International Economics.,TR,08:35 am-09:55 am,LEA 424
ECON,734,Economic Development 4.,TR,10:05 am-11:25 am,LEA 927
ECON,737,Industrial Organization and Regulation Seminar.,R,02:35 pm-05:25 pm,LEA 541
ECON,742,Empirical Microeconomics.,F,11:35 am-02:25 pm,LEA 541
ECON,744,Health Economics.,M,08:35 am-11:25 am,LEA 541
ECON,761,Econometrics: Time Series Analysis.,M,11:35 am-02:25 pm,LEA 541
ECON,763,Financial Econometrics.,T,06:05 pm-08:55 pm,LEA 541
ECSE,200,Electric Circuits 1.,MWF,10:35 am-11:25 am,SADB 2/36
ECSE,200,Electric Circuits 1.,F,11:35 am-12:25 pm,SADB 2/36
ECSE,200,Electric Circuits 1.,M,01:35 pm-03:25 pm,WONG 1030
ECSE,200,Electric Circuits 1.,T,01:35 pm-03:25 pm,ENGTR 2120
ECSE,200,Electric Circuits 1.,M,03:35 pm-05:25 pm,WONG 1030
ECSE,200,Electric Circuits 1.,T,03:35 pm-05:25 pm,ENGTR 2120
ECSE,205,Probability and Statistics for Engineers,TR,01:05 pm-02:25 pm,ENGTR 0100
ECSE,205,Probability and Statistics for Engineers,M,09:35 am-11:25 am,ENGTR 0060
ECSE,205,Probability and Statistics for Engineers,M,11:35 am-01:25 pm,ENGTR 2120
ECSE,205,Probability and Statistics for Engineers,F,12:35 pm-02:25 pm,ENGTR 0070
ECSE,206,Introduction to Signals and Systems.,TR,11:35 am-12:55 pm,EDUC 129
ECSE,206,Introduction to Signals and Systems.,M,01:35 pm-03:25 pm,ARTS W-120
ECSE,210,Electric Circuits 2.,MWF,08:35 am-09:25 am,ENGMC 13
ECSE,210,Electric Circuits 2.,F,09:35 am-10:25 am,ENGMC 13
ECSE,210,Electric Circuits 2.,W,03:35 pm-05:25 pm,WONG 1050
ECSE,210,Electric Circuits 2.,R,01:35 pm-03:25 pm,ENGTR 2120
ECSE,210,Electric Circuits 2.,F,01:35 pm-03:25 pm,WONG 1030
ECSE,210,Electric Circuits 2.,F,03:35 pm-05:25 pm,WONG 1030
ECSE,211,Design Principles and Methods.,MW,10:05 am-11:25 am,ENGTR 0100
ECSE,222,Digital Logic.,TR,10:05 am-11:25 am,MAASS 112
ECSE,222,Digital Logic.,M,01:35 pm-03:25 pm,ENGTR 2120
ECSE,222,Digital Logic.,T,01:35 pm-03:25 pm,ENGTR 2110
ECSE,222,Digital Logic.,W,01:35 pm-03:25 pm,WONG 1030
ECSE,222,Digital Logic.,R,01:35 pm-03:25 pm,ENGTR 2110
ECSE,222,Digital Logic.,F,01:35 pm-03:25 pm,MAASS 328
ECSE,222,Digital Logic.,T,03:35 pm-05:25 pm,ENGTR 2110
ECSE,222,Digital Logic.,W,03:35 pm-05:25 pm,WONG 1030
ECSE,222,Digital Logic.,R,03:35 pm-05:25 pm,ENGTR 0070
ECSE,223,Model-Based Programming.,TR,11:35 am-12:55 pm,ENGMC 304
ECSE,223,Model-Based Programming.,F,08:35 am-10:25 am,ENGTR 1100
ECSE,223,Model-Based Programming.,M,01:35 pm-03:25 pm,ENGTR 1100
ECSE,250,Fundamentals of Software Development.,TR,08:35 am-09:55 am,ENGMC 304
ECSE,250,Fundamentals of Software Development.,M,03:35 pm-05:25 pm,ENGMC 11
ECSE,250,Fundamentals of Software Development.,W,03:35 pm-05:25 pm,ENGMC 11
ECSE,251,Electric and Magnetic Fields.,TR,10:05 am-11:25 am,MAASS 217
ECSE,251,Electric and Magnetic Fields.,F,10:35 am-12:25 pm,SADB 1/12
ECSE,307,Linear Systems and Control.,WF,10:05 am-11:25 am,ENGTR 0060
